l,/,1,0,0
k,g,/,1,0,0
k,g,/,h
s,f,c
30.116644053585095,25.47868086933299,1.3876027880029447,0.4912508175390804
30.058019629431804,25.429084606499305,1.4421171500450487,0.4900046145823426
29.99989499477882,25.379911165582882,1.4964332590460205,0.4887877448912106
29.94224155377914,25.331136354497154,1.5505524882240629,0.487597290355428
29.88503463965288,25.282739305146336,1.6044762040134684,0.48643075012040243
29.828252832106475,25.23470189596208,1.6582057655136317,0.4852859681648451
29.771877412604063,25.187008291063037,1.7117425240681559,0.4841610754611411
29.715891926064344,25.139644569450436,1.7650878229441584,0.48305444340388204
29.660281825485914,25.092598424361082,1.818242997089423,0.4819646460259315
29.605034181751904,25.04585891776211,1.871209372950524,0.4808904291264818
29.550137445077223,24.999416278535328,1.9239882683390417,0.4798306848795112
29.495581247682534,24.953261735539424,1.9765809923359896,0.4787844308201852
29.44135623961246,24.90738737871214,2.0289888452267535,0.47775079235311757
29.38745395137742,24.861786042865297,2.081213118460555,0.4767289881125308
29.333866678439257,24.81645120995961,2.1332550946297015,0.4757183176461522
29.28058738359041,24.771376926517487,2.185116047464883,0.47471815100359316
29.227609614072225,24.726557733505103,2.2367972418435307,0.47372791989423507
29.174927430897636,24.6819886065394,2.2882999338088212,0.4727471101453264
29.122535348330203,24.63766490468735,2.3396253705974086,0.4717752552425482
29.0704282818547,24.593582326449074,2.390774790674294,0.47081193077599576
29.018601503279413,24.549736871774382,2.441749423773569,0.4698567496468746
28.967050601853593,24.50612480916814,2.492550490943962,0.46890935791604105
28.915771450478946,24.462742647105188,2.543179204598345,0.4679694311962903
28.864760176251735,24.419587109108967,2.59363676856646,0.46703667150705597
28.814013134700318,24.376655111956467,2.643924378150295,0.4661108045238054
28.7635268871869,24.333943746560116,2.694043220181598,0.46519157716551335
28.713298181028303,24.291450261149944,2.743994473081134,0.46427875547269176
28.66332393196016,24.249172046438296,2.7937793069193146,0.46337212273593903
28.613601208627607,24.207106622498955,2.8433988834779287,0.4624714778411539
28.564127218833402,24.165251627133056,2.892854356312727,0.4615766338026917
28.514899297314383,24.123604805527968,2.942146870816638,0.4606874164600075
28.46591489485099,24.082164001043935,2.99127756428346,0.4598036633169064
28.4171715685422,24.0409271469867,3.04024756597186,0.45892522250550793
28.368666973102286,23.999892259244533,3.089057997169564,0.4580519518595583
28.32039885305556,23.959057429685004,3.137709971257643,0.4571837180838503
28.272365035721812,23.918420820220653,3.186204593774757,0.45632039600830315
28.22456342490028,23.877980657465635,3.2345429624813495,0.4554618679168033
28.17699199517116,23.837735227914802,3.2827261674236374,0.4546080229421873
28.129648786745353,23.797682873586567,3.330755290997447,0.45375875651989106
28.082531900800458,23.757821988077186,3.3786314080117203,0.4529139698937098
28.03563949525047,23.7181510129819,3.4263555857517636,0.4520735696679665
27.988969780901908,23.67866843464301,3.4739288840421434,0.45123746740106946
27.94252101795525,23.63937278119014,3.5213523553091974,0.4504055792360564
27.89629151281574,23.600262619842116,3.568627044643164,0.44957782556425335
27.850279615181453,23.561336554443507,3.6157539898598854,0.4487541307186274
27.80448371538052,23.52259322321192,3.6627342215620735,0.44793442269381395
27.76457550353235,23.488830875988366,3.710326911120845,0.44721001333986293
27.09958732344332,22.92625087563305,3.673045091801523,0.43641952797148115
27.07649858596439,22.906717803725876,3.721455787475741,0.43596850910453366
27.053306047824808,22.887096916459786,3.7697641201420176,0.4355160395548082
27.0300102465989,22.867388668622667,3.817969572978669,0.4350620975936417
27.00661170591776,22.847593503206422,3.8660716312610908,0.4346066630588695
26.983110933911842,22.82771185008942,3.9140697820031374,0.4341497172128447
26.959508421799875,22.807744124842692,3.9619635136022264,0.43369124261196634
26.935804642609323,22.787690727647487,4.009752315487905,0.43323122298665356
26.91200005001481,22.76755204231253,4.057435677773583,0.4327696431308086
26.88809507728257,22.747328435381053,4.105013090911196,0.43230648879991335
26.864090136310036,22.72702025531829,4.152484045348514,0.431841746616982
26.839985616750845,22.706627831771215,4.19984803118884,0.4313754039856758
26.81578188521646,22.686151474893123,4.247104537852868,0.43090744900994765
26.79147928454651,22.665591474726348,4.294253053742418,0.43043787041964987
26.76707813314062,22.644948100636963,4.341293065905819,0.42996665750158714
26.742578724345282,22.62422160079611,4.388224059704697,0.4294938000355492
26.71798132588995,22.6034122017029,4.435045518481921,0.4290192882349003
26.693286179367007,22.582520107744486,4.481756923230486,0.4285431126913405
26.668493499750625,22.561545500789027,4.528357752263048,0.4280652643234851
26.643603474950385,22.540488539808024,4.574847480881945,0.4275857343289499
26.6186162653954,22.519349360524508,4.6212255810494085,0.427104514139646
26.59353200364538,22.49812807508399,4.667491521057752,0.4266215953800212
26.56835079402545,22.47682477174553,4.713644765199342,0.42613696982800886
26.54307271228137,22.455439514590037,4.759684773436041,0.4256506293784555
26.517697805252606,22.433972343243703,4.805611001067963,0.425162566008832
26.492226090560536,22.412423272614213,4.851422898401259,0.42467277174703627
26.4666575563096,22.39079229263792,4.89711991041473,0.4241812386411224
26.440992160799013,22.369079368035965,4.942701476425025,0.4236879587307945
26.41522983224321,22.347284438077754,4.988167029750165,0.4231929240205245
26.389370468499067,22.32540741635021,5.033515997371184,0.4226961264541592
26.363413936798263,22.30344819053133,5.0787477995916515,0.422197557890897
24.878715389094204,21.047393219173696,4.840086489151906,0.3983423107231167
24.866743947853625,21.037265379884165,4.885091324886966,0.3980717951560076
24.85469408953852,21.027071199749585,4.930035030982614,0.3977997246210036
24.842566118272625,21.01681093605864,4.974917220541289,0.3975260989475255
24.83036033052682,21.00648483962569,5.01973750743392,0.39725091812694835
24.818077014965464,20.99609315466078,5.064495506195728,0.3969741822974325
24.805716452304644,20.98563611864973,5.109190831922732,0.39669589172965686
24.793278915181435,20.975113962243494,5.153823100168928,0.39641604681339576
24.78076466803331,20.96452690915618,5.198391926844093,0.396134648044879
24.768173966986893,20.953875176070913,5.2428969281122,0.3958516960148886
24.755507059755388,20.943158972553057,5.2873377202904175,0.39556719139754076
24.742764185543855,20.9323785009701,5.331713919748613,0.3952811349397078
24.729945574961913,20.92153395641778,5.376025142809408,0.39499352745104194
24.71697600822798,20.91056170296087,5.420254461825002,0.3947031650726007
24.703928210199184,20.89952326582851,5.464417101228385,0.39441120716477845
24.690817487952035,20.88843159480742,5.508516029285197,0.39411789577642464
24.677644009265144,20.877286831838312,5.552550924417429,0.39382323131647545
24.664407933264343,20.866089111541633,5.596521464361161,0.3935272142182124
24.651109410367386,20.85483856117081,5.640427326071562,0.3932298449321266
24.637748582232447,20.84353530056865,5.684268185628125,0.3929311239191612
24.624325581710224,20.832179442126847,5.728043718140156,0.39263105164430845
24.6108405327993,20.82077109074821,5.771753597652483,0.3923296285705426
24.59729355060437,20.809310343811298,5.815397497051327,0.3920268551530626
24.583684741297166,20.797797291137403,5.858975087970345,0.3917227318338308
24.570014202079754,20.78623201495947,5.902486040696785,0.3914172590363854
24.556282021149883,20.7746145898928,5.945930024077741,0.39111043716091204
24.54248827766833,20.762945082907407,5.9893067054264755,0.3908022665795581
24.528633041727698,20.75122355330163,6.032615750428731,0.39049274763197184
24.51470147500231,20.73943744785195,6.0758531303227965,0.3901816434800363
24.50062198840098,20.727526202187228,6.119000529933305,0.38986781455793046
24.486469377954517,20.71555309374952,6.162075927155739,0.3895524512818918
24.472243700694566,20.703518170787603,6.205078918877078,0.38923555433158075
24.457945004179454,20.69142147353582,6.248009099998503,0.3889171243316192
24.44357332647107,20.679263034194527,6.290866063339275,0.3885971618482689
24.42912869611231,20.667042876911015,6.3336493995404926,0.3882756673862576
24.414611132104884,20.65476101776073,6.376358696968723,0.3879526413857423
24.400020643887384,20.642417464728727,6.4189935416194075,0.3876280842194019
24.385357231313556,20.630012217691267,6.461553517020088,0.38730199618965094
24.370620884630497,20.6175452683974,6.504038204133373,0.38697437752596625
21.956343510794838,18.57506661013243,5.901509074685862,0.34855399590090314
21.95123349037302,18.570743532855573,5.941919757013438,0.3483877200031747
21.946064003365684,18.56637014684737,5.982294775450146,0.34822010061985287
21.94083519135835,18.561946571889163,6.022633829276464,0.3480511400356708
21.935547192823883,18.557472925129005,6.062936617990577,0.3478808405433888
21.930200143103015,18.55294932106515,6.103202841273315,0.3477092044418466
21.924794174386225,18.548375871530745,6.143432198953285,0.3475362340341059
21.919329415696897,18.543752685679575,6.183624390972128,0.3473619316256767
21.913805992875826,18.539079869972948,6.223779117349972,0.3471862995228265
21.908224028566682,18.534357528167412,6.263896078150994,0.3470093400309642
21.902583642202746,18.529585761303522,6.303974973449166,0.3468310554530984
21.896884949994554,18.524764667695393,6.344015503294128,0.3466514480883662
21.89112806491849,18.51989434292104,6.384017367677181,0.3464705202306247
21.88531309670635,18.514974879813572,6.423980266497451,0.3462882741671093
21.879440151835723,18.51000636845302,6.463903899528157,0.3461047121771505
21.873509333521074,18.504988896158828,6.503787966382998,0.34591983653094593
21.867520741705707,18.499922547483028,6.543632166482683,0.3457336494883896
